convolution_part,convolution_hyperparameter,dense_part,dense_hyperparameter,input_shape,layer_metadata,duration,loss,accuracy,f1score,auc,accuracy_optimal_threshold,f1score_optimal_threshold,auc_optimal_threshold,train_loss,train_accuracy,train_f1score,train_auc,train_accuracy_optimal_threshold,train_f1score_optimal_threshold,train_auc_optimal_threshold
"['maxpooling1d', 'maxpooling1d', 'conv1d', 'maxpooling1d']","[{'pool_size': 2}, {'pool_size': 2}, {'filters': 4, 'kernel_size': 2, 'activation': 'relu'}, {'pool_size': 2}]","['dense', 'dense']","[{'units': 64, 'activation': 'relu'}, {'units': 128, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",137.48911714553833,0.3272901214659214,0.8969230353832245,0.9180008479679391,0.6376701374742568,0.7098077621275507,0.7986200342246383,0.7273894344843537,0.14180933125317097,0.8969230353832245,0.9474372889414768,0.9474794394857912,0.9533194031442367,0.953317609279664,0.9533194031442368
"['conv1d', 'maxpooling1d', 'conv1d', 'maxpooling1d']","[{'filters': 16, 'kernel_size': 3, 'activation': 'relu'}, {'pool_size': 2}, {'filters': 32, 'kernel_size': 2, 'activation': 'relu'}, {'pool_size': 2}]","['dense', 'dense', 'dense', 'dense']","[{'units': 8, 'activation': 'relu'}, {'units': 128, 'activation': 'relu'}, {'units': 32, 'activation': 'relu'}, {'units': 4, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",163.27687811851501,0.2271069809794426,0.9403833597898483,0.9422741220988553,0.6005544951555236,0.7882873160960797,0.853382338941302,0.8019702179838508,0.04069915506988764,0.9403833597898483,0.9857124741793266,0.9857132389674694,0.9880111174499485,0.988011088705106,0.9880111174499484
"['conv1d', 'conv1d', 'conv1d', 'conv1d']","[{'filters': 4, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 8, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 16, 'kernel_size': 3, 'activation': 'relu'}, {'filters': 4, 'kernel_size': 3, 'activation': 'relu'}]","['dense', 'dense', 'dense', 'dense']","[{'units': 128, 'activation': 'relu'}, {'units': 64, 'activation': 'relu'}, {'units': 4, 'activation': 'relu'}, {'units': 16, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",169.74713683128357,0.43207403272390366,0.9450505822896957,0.9445200086271756,0.5929880984409652,0.7204236236601727,0.8077554216245433,0.7532805475975662,0.041204334105714224,0.9450505822896957,0.9883964753756935,0.9884117670483963,0.9958058693348042,0.9958058629892617,0.9958058693348042
"['maxpooling1d', 'conv1d', 'conv1d', 'conv1d']","[{'pool_size': 2}, {'filters': 4, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 8, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 8, 'kernel_size': 3, 'activation': 'relu'}]","['dense', 'dense', 'dense']","[{'units': 4, 'activation': 'relu'}, {'units': 16, 'activation': 'relu'}, {'units': 64, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",154.9318916797638,0.25196243077516556,0.923680767416954,0.9342849516008995,0.646380591480728,0.7744640948997863,0.8445033654556382,0.7646895957832891,0.11617700383067131,0.923680767416954,0.9623766750430295,0.9623973404144804,0.9705907985712992,0.9705904672270154,0.9705907985712989
"['maxpooling1d', 'conv1d', 'conv1d', 'maxpooling1d']","[{'pool_size': 2}, {'filters': 8, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 16, 'kernel_size': 3, 'activation': 'relu'}, {'pool_size': 2}]","['dense', 'dense', 'dense']","[{'units': 32, 'activation': 'relu'}, {'units': 64, 'activation': 'relu'}, {'units': 4, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",164.0818314552307,0.2981406971812248,0.9247583597898483,0.9342552146418185,0.6309505124426641,0.753988280895446,0.8306991816098759,0.755941563368943,0.06128154695034027,0.9247583597898483,0.9796909746423575,0.9796945804727575,0.9843784812124201,0.9843784725157907,0.9843784812124201
"['maxpooling1d', 'conv1d', 'conv1d', 'conv1d']","[{'pool_size': 2}, {'filters': 8, 'kernel_size': 3, 'activation': 'relu'}, {'filters': 4, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 32, 'kernel_size': 2, 'activation': 'relu'}]","['dense', 'dense', 'dense', 'dense']","[{'units': 8, 'activation': 'relu'}, {'units': 16, 'activation': 'relu'}, {'units': 64, 'activation': 'relu'}, {'units': 128, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",175.67765641212463,0.3062225319445133,0.9314042329788208,0.9383819043732944,0.6354620293163014,0.7329740605738049,0.8160139436650997,0.7436761429754158,0.06699778139591217,0.9314042329788208,0.9784073163724369,0.9784099388086039,0.9823877021310792,0.9823876686483883,0.9823877021310792
"['conv1d', 'conv1d', 'maxpooling1d', 'conv1d']","[{'filters': 8, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 4, 'kernel_size': 2, 'activation': 'relu'}, {'pool_size': 2}, {'filters': 16, 'kernel_size': 3, 'activation': 'relu'}]","['dense', 'dense', 'dense', 'dense']","[{'units': 4, 'activation': 'relu'}, {'units': 8, 'activation': 'relu'}, {'units': 64, 'activation': 'relu'}, {'units': 128, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",164.52371406555176,0.23000125214457512,0.9403824508190155,0.9416374380073546,0.5951044622270047,0.8125186946637951,0.8683689174528975,0.7699945014196397,0.06851012818515301,0.9403824508190155,0.9791822289764114,0.9791872249806617,0.983538758544239,0.9835383552178354,0.983538758544239
"['conv1d', 'conv1d', 'conv1d']","[{'filters': 16, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 16, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 16, 'kernel_size': 2, 'activation': 'relu'}]","['dense', 'dense', 'dense', 'dense']","[{'units': 32, 'activation': 'relu'}, {'units': 16, 'activation': 'relu'}, {'units': 8, 'activation': 'relu'}, {'units': 64, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",162.85656595230103,0.3269473686814308,0.9455915689468384,0.9455927453438318,0.6050654761481427,0.801761398329909,0.8623835131464089,0.784867964576752,0.008761392207816243,0.9455915689468384,0.9967363980052114,0.9967364223063522,0.9976070705116239,0.9976070672972812,0.9976070705116239
"['maxpooling1d', 'conv1d', 'conv1d', 'conv1d']","[{'pool_size': 2}, {'filters': 8, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 16, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 4, 'kernel_size': 3, 'activation': 'relu'}]","['dense', 'dense', 'dense', 'dense']","[{'units': 64, 'activation': 'relu'}, {'units': 16, 'activation': 'relu'}, {'units': 32, 'activation': 'relu'}, {'units': 4, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",161.45453262329102,0.3954898416996002,0.929970309138298,0.9381819376974992,0.652970132701559,0.7692507333465356,0.8407186047406581,0.7421239001407747,0.029932020232081413,0.929970309138298,0.9912069489624323,0.9912070496744998,0.9910834109961488,0.9910834004385706,0.9910834109961487
"['conv1d', 'conv1d', 'conv1d', 'conv1d']","[{'filters': 32, 'kernel_size': 2, 'activation': 'relu'}, {'filters': 4, 'kernel_size': 3, 'activation': 'relu'}, {'filters': 8, 'kernel_size': 3, 'activation': 'relu'}, {'filters': 32, 'kernel_size': 3, 'activation': 'relu'}]","['dense', 'dense', 'dense', 'dense']","[{'units': 4, 'activation': 'relu'}, {'units': 64, 'activation': 'relu'}, {'units': 4, 'activation': 'relu'}, {'units': 16, 'activation': 'relu'}]","(85, 1)","[{'layer': 'conv1d', 'hyperparameter': [{'param': 'filters', 'type': <class 'int'>, 'default': 16}, {'param': 'kernel_size', 'type': <class 'int'>, 'default': 3}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}, {'layer': 'maxpooling1d', 'hyperparameter': [{'param': 'pool_size', 'type': <class 'int'>, 'default': 2}]}, {'layer': 'flatten', 'hyperparameter': []}, {'layer': 'dense', 'hyperparameter': [{'param': 'units', 'type': <class 'int'>, 'default': 8}, {'param': 'activation', 'type': <class 'str'>, 'default': 'linear'}]}]",170.10785794258118,0.25822606682777405,0.9403819590806961,0.9434134445544913,0.6280606127275922,0.8069596752234076,0.8657234367247908,0.7962084563840276,0.05098798684775829,0.9403819590806961,0.982914000274061,0.9829157150936025,0.9865169830895458,0.9865169150286249,0.9865169830895458
